frame,video_frame,intersection_type,intersection_x,intersection_y,intersection_z,refined_intersection_x,refined_intersection_y,refined_intersection_z,gaze_2d_pixel_x,gaze_2d_pixel_y,object_type,object_class,yolo_confidence,head_position_x,head_position_y,head_position_z,head_quat_x,head_quat_y,head_quat_z,head_quat_w
70,1508,precomputed_fallback,430.5602174921605,-3000.0,1762.6815259344337,,,,,,obstacle,wall,,-5731.015137,-954.446411,1704.027832,0.510632,0.381252,0.516968,0.57153
71,1508,precomputed_fallback,402.242939200215,-3000.0,1779.5631065447926,,,,,,obstacle,wall,,-5731.007324,-954.485718,1704.070068,0.509901,0.381323,0.517173,0.571949
72,1508,precomputed_fallback,343.48467944601816,-3000.0,1761.750904745851,,,,,,obstacle,wall,,-5731.15625,-954.251099,1704.0802,0.5104,0.38174,0.516526,0.571811
73,1509,precomputed_fallback,322.2334204709441,-3000.0,1769.987750286633,,,,,,obstacle,wall,,-5731.131836,-954.334961,1704.059814,0.509154,0.381917,0.516997,0.572377
74,1509,precomputed_fallback,292.8678017557095,-3000.0,1764.0432635006798,,,,,,obstacle,wall,,-5731.1875,-954.235962,1704.07373,0.508884,0.382174,0.516968,0.572472
75,1509,precomputed_fallback,254.19560180432927,-3000.0,1758.3177709844222,,,,,,obstacle,wall,,-5731.246094,-954.056763,1704.065186,0.508733,0.382111,0.516949,0.572666
76,1509,precomputed_fallback,220.23539614275796,-3000.0,1750.3521906255044,,,,,,obstacle,wall,,-5731.313965,-953.982178,1704.075439,0.508584,0.382489,0.516883,0.572605
77,1510,precomputed_fallback,233.95575357169216,-3000.0,1752.2670849712454,,,,,,obstacle,wall,,-5731.36377,-953.97876,1704.103027,0.508278,0.383137,0.516876,0.57245
78,1510,precomputed_fallback,246.01228584406,-3000.0000000000005,1746.4439576544742,,,,,,obstacle,wall,,-5731.415527,-953.891968,1704.112915,0.50821,0.383442,0.516843,0.572336
79,1510,precomputed_fallback,271.97672702519685,-3000.0,1749.2686617271404,,,,,,obstacle,wall,,-5731.448242,-953.799072,1704.105347,0.507974,0.383717,0.516906,0.572304
80,1510,precomputed_fallback,255.3659920713999,-3000.0,1743.6079037251134,,,,,,obstacle,wall,,-5731.475586,-953.705688,1704.090942,0.507763,0.383922,0.516983,0.572284
81,1511,precomputed_fallback,262.9483474181043,-3000.0,1731.3327083949573,,,,,,obstacle,wall,,-5731.57959,-953.545105,1704.09729,0.508074,0.384612,0.516607,0.571885
82,1511,precomputed_fallback,288.42367553224904,-3000.0,1731.951759355914,,,,,,obstacle,wall,,-5731.623047,-953.472168,1704.08313,0.507945,0.384859,0.516686,0.571761
83,1511,precomputed_fallback,299.405826241019,-3000.0,1731.1262218761449,,,,,,obstacle,wall,,-5731.653809,-953.407959,1704.07959,0.50784,0.385019,0.516765,0.571675
84,1511,precomputed_fallback,304.2140274359017,-3000.0,1729.5136084502003,,,,,,obstacle,wall,,-5731.700195,-953.344421,1704.078125,0.507788,0.3852,0.516816,0.571554
85,1512,precomputed_fallback,305.4296449055573,-3000.0,1730.5260261726946,,,,,,obstacle,wall,,-5731.726074,-953.363892,1704.093018,0.507588,0.385338,0.516867,0.571592
86,1512,precomputed_fallback,307.8960912433695,-3000.0,1726.5158962262838,,,,,,obstacle,wall,,-5731.78125,-953.268616,1704.078613,0.507758,0.385401,0.516902,0.571367
87,1512,precomputed_fallback,308.5594990967611,-3000.0,1723.987991187218,,,,,,obstacle,wall,,-5731.823242,-953.270142,1704.08728,0.507785,0.385412,0.516923,0.571316
88,1512,precomputed_fallback,303.7490592410468,-3000.0,1722.5698353309615,,,,,,obstacle,wall,,-5731.861328,-953.239258,1704.069946,0.507841,0.385365,0.516932,0.57129
89,1513,precomputed_fallback,298.27141735563237,-3000.0,1723.798810345418,,,,,,obstacle,wall,,-5731.902344,-953.313171,1704.09436,0.507837,0.385289,0.516964,0.571316
90,1513,precomputed_fallback,293.4272282801603,-3000.0,1723.7146429837055,,,,,,obstacle,wall,,-5731.981934,-953.254517,1704.06311,0.508131,0.385264,0.516873,0.571153
91,1513,precomputed_fallback,287.8475027759614,-3000.0,1724.9715037919934,,,,,,obstacle,wall,,-5732.026855,-953.301758,1704.045166,0.508146,0.385135,0.516867,0.571233
92,1513,precomputed_fallback,273.10743932784226,-3000.0,1723.2717213594783,,,,,,obstacle,wall,,-5732.087402,-953.330078,1704.039795,0.508338,0.384979,0.516748,0.571275
93,1514,precomputed_fallback,259.65149647370527,-2999.9999999999995,1720.3465986373064,,,,,,obstacle,wall,,-5732.16748,-953.348022,1704.011963,0.508569,0.384937,0.51662,0.571213
94,1514,precomputed_fallback,240.75244469880457,-3000.0,1719.4185106999869,,,,,,obstacle,wall,,-5732.220703,-953.388184,1703.994507,0.508735,0.384728,0.516493,0.571321
95,1514,precomputed_fallback,225.71117643310845,-3000.0,1720.3444077124857,,,,,,obstacle,wall,,-5732.289551,-953.439148,1703.978027,0.50889,0.384651,0.516373,0.571343
96,1514,precomputed_fallback,171.43213916347395,-3000.0,1696.9577449901042,,,,,,obstacle,wall,,-5732.349121,-953.48761,1703.967407,0.508974,0.384541,0.516262,0.571443
97,1515,precomputed_fallback,125.81813422070172,-3000.0,1677.8808208491337,,,,,,obstacle,wall,,-5732.383301,-953.600281,1703.939331,0.508837,0.3842,0.516427,0.571645
98,1515,precomputed_fallback,143.2607119272534,-3000.0,1695.3516913415128,,,,,,obstacle,wall,,-5732.433105,-953.661926,1703.929077,0.508898,0.384034,0.516348,0.571773
99,1515,precomputed_fallback,171.60365192289828,-3000.0,1714.2575106006925,,,,,,obstacle,wall,,-5732.509277,-953.715332,1703.919922,0.509036,0.384018,0.51615,0.57184
100,1515,precomputed_fallback,109.30754050213,-3000.0,1691.4572936623797,,,,,,obstacle,wall,,-5732.560547,-953.764343,1703.925171,0.509093,0.383816,0.516096,0.571974
101,1516,precomputed_fallback,53.42013572520045,-3000.0,1665.2697729781985,,,,,,obstacle,wall,,-5732.64209,-953.799072,1703.910278,0.509293,0.383802,0.515913,0.57197
102,1516,precomputed_fallback,75.804794835758,-3000.0,1681.587701984558,,,,,,obstacle,wall,,-5732.705078,-953.846375,1703.908203,0.50939,0.383646,0.515882,0.572017
103,1516,precomputed_fallback,127.08330851030588,-3000.0,1705.003266238244,,,,,,obstacle,wall,,-5732.790527,-953.884155,1703.905762,0.509526,0.383666,0.515799,0.571957
104,1516,precomputed_fallback,132.5552806566784,-3000.0,1708.2237212872603,,,,,,obstacle,wall,,-5732.852539,-953.930847,1703.897461,0.509643,0.383582,0.515776,0.571931
105,1517,precomputed_fallback,138.60120089301472,-3000.0,1713.8727600507582,,,,,,obstacle,wall,,-5732.910645,-953.975403,1703.89978,0.509679,0.383447,0.515791,0.571975
106,1517,precomputed_fallback,141.79293795628837,-3000.0,1717.1117275703557,,,,,,obstacle,wall,,-5732.974121,-954.018738,1703.894653,0.509794,0.383331,0.515803,0.57194
107,1517,precomputed_fallback,148.11310019471148,-3000.0,1720.5049990332625,,,,,,obstacle,wall,,-5733.030273,-954.068665,1703.888794,0.509869,0.383206,0.515855,0.571909
108,1517,precomputed_fallback,153.77602471910632,-3000.0,1723.1471699643469,,,,,,obstacle,wall,,-5733.077637,-954.125854,1703.879272,0.509945,0.383118,0.515843,0.571911
109,1518,precomputed_fallback,162.69519033177494,-3000.0,1725.6591852761992,,,,,,obstacle,wall,,-5733.131348,-954.150818,1703.881714,0.510119,0.382941,0.51593,0.571796
110,1518,precomputed_fallback,173.29718218188464,-3000.0,1728.427039684875,,,,,,obstacle,wall,,-5733.189453,-954.251648,1703.893555,0.510189,0.382906,0.515941,0.571748
111,1518,precomputed_fallback,190.88965247277793,-3000.0,1739.8404755952365,,,,,,obstacle,wall,,-5733.229004,-954.282593,1703.886597,0.510288,0.382747,0.516028,0.571687
112,1518,precomputed_fallback,201.43616349661716,-3000.0,1747.9854195374537,,,,,,obstacle,wall,,-5733.260254,-954.381348,1703.895752,0.510316,0.382581,0.516069,0.571736
113,1519,precomputed_fallback,211.01281940534864,-3000.0,1752.8165271697176,,,,,,obstacle,wall,,-5733.324219,-954.274719,1703.828369,0.510346,0.382281,0.516401,0.571611
114,1519,precomputed_fallback,223.1377664160827,-3000.0,1760.562079855306,,,,,,obstacle,wall,,-5733.376465,-954.370239,1703.838257,0.510464,0.382164,0.51638,0.571602
115,1519,precomputed_fallback,222.1592106251628,-3000.0,1758.4990528653825,,,,,,obstacle,wall,,-5733.436523,-954.509399,1703.865845,0.510611,0.382229,0.516215,0.571576
116,1519,precomputed_fallback,212.83658488411947,-3000.0,1758.800298896433,,,,,,obstacle,wall,,-5733.46875,-954.777771,1703.939087,0.510677,0.382162,0.515962,0.571791
117,1520,precomputed_fallback,207.17911868848023,-3000.0,1759.9465198078128,,,,,,obstacle,wall,,-5733.504883,-954.864014,1703.937378,0.510814,0.381913,0.515985,0.571814
118,1520,precomputed_fallback,199.050060148752,-3000.0,1757.3106621103022,,,,,,obstacle,wall,,-5733.547852,-955.004639,1704.010742,0.511264,0.38158,0.516015,0.571607
119,1520,precomputed_fallback,194.84582385918748,-3000.0,1757.3485943368514,,,,,,obstacle,wall,,-5733.595215,-955.077271,1704.020874,0.511486,0.381394,0.516009,0.571539
120,1520,precomputed_fallback,191.91889481574435,-3000.0,1757.5292695825517,,,,,,obstacle,wall,,-5733.624512,-955.068665,1703.975464,0.511805,0.381038,0.516135,0.571376
121,1521,precomputed_fallback,188.15055963130908,-3000.0000000000005,1757.21185477304,,,,,,obstacle,wall,,-5733.66748,-955.166809,1703.972656,0.511957,0.3809,0.516068,0.571393
122,1521,precomputed_fallback,184.1767857079958,-3000.0,1757.643703312203,,,,,,obstacle,wall,,-5733.695313,-955.249268,1703.963989,0.512053,0.3807,0.516071,0.571437
123,1521,precomputed_fallback,179.56721477016526,-3000.0,1755.891649086101,,,,,,obstacle,wall,,-5733.75293,-955.318604,1703.954224,0.512307,0.38066,0.515969,0.571328
124,1521,precomputed_fallback,176.15163083072002,-3000.0,1756.4089191754751,,,,,,obstacle,wall,,-5733.782715,-955.411072,1703.936523,0.512422,0.380495,0.515976,0.571328
125,1522,precomputed_fallback,177.0438991640858,-3000.0,1755.08882840597,,,,,,obstacle,wall,,-5733.819824,-955.488953,1703.910278,0.512557,0.380426,0.515965,0.571263
126,1522,precomputed_fallback,172.95843364749635,-3000.0,1755.5945491696443,,,,,,obstacle,wall,,-5733.834961,-955.571167,1703.87915,0.512669,0.380169,0.515994,0.571308
127,1522,precomputed_fallback,166.54769760596537,-3000.0,1757.4429136585009,,,,,,obstacle,wall,,-5733.84082,-955.540771,1703.804321,0.512868,0.379703,0.516148,0.571299
128,1522,precomputed_fallback,128.17916101997707,-3000.0,1737.543130415995,,,,,,obstacle,wall,,-5733.876465,-955.608276,1703.76709,0.513087,0.379623,0.516114,0.571187
129,1523,precomputed_fallback,89.29570122397035,-3000.0,1713.1670770224323,,,,,,obstacle,wall,,-5733.896484,-955.702087,1703.741089,0.51318,0.379527,0.516146,0.571138
130,1523,precomputed_fallback,110.4299701323598,-3000.0,1729.0659624018588,,,,,,obstacle,wall,,-5733.918457,-955.764954,1703.706665,0.513394,0.379484,0.516067,0.571045
131,1523,precomputed_fallback,137.1884648598052,-3000.0,1742.605096407169,,,,,,obstacle,wall,,-5733.927734,-955.825867,1703.681763,0.513518,0.379436,0.516058,0.570974
132,1523,precomputed_fallback,163.2804778886466,-3000.0,1754.1853314972946,,,,,,obstacle,wall,,-5733.938477,-955.882324,1703.660889,0.513654,0.379458,0.516002,0.570888
133,1524,precomputed_fallback,165.50272059625604,-3000.0,1754.9435433226884,,,,,,obstacle,wall,,-5733.932617,-955.968811,1703.642212,0.513728,0.379424,0.51596,0.570882
134,1524,precomputed_fallback,166.81453956008863,-3000.0,1755.9040633733505,,,,,,obstacle,wall,,-5733.925781,-956.003113,1703.615723,0.513832,0.37944,0.515929,0.570805
135,1524,precomputed_fallback,176.66578830418894,-3000.0,1758.1089768675356,,,,,,obstacle,wall,,-5733.962402,-956.007751,1703.499512,0.513638,0.379882,0.515796,0.570807
136,1524,precomputed_fallback,190.57432844829236,-3000.0,1758.718248605968,,,,,,obstacle,wall,,-5734.000977,-955.991333,1703.456787,0.513699,0.380074,0.515813,0.570609
137,1525,precomputed_fallback,188.38160462332507,-3000.0,1759.1311312594162,,,,,,obstacle,wall,,-5733.962402,-956.049561,1703.456421,0.513746,0.379886,0.515846,0.570662
138,1525,precomputed_fallback,185.99322524925628,-3000.0,1752.1952647320168,,,,,,obstacle,wall,,-5734.005371,-956.052185,1703.425659,0.514191,0.379891,0.515581,0.570497
139,1525,precomputed_fallback,207.22653282621923,-3000.0,1725.1261101285738,,,,,,obstacle,wall,,-5734.187988,-956.041382,1703.605225,0.515897,0.380233,0.515524,0.568779
140,1525,precomputed_fallback,207.74025749236625,-3000.0,1724.9372906743786,,,,,,obstacle,wall,,-5734.163574,-956.10968,1703.584595,0.516001,0.380134,0.515499,0.568772
141,1526,precomputed_fallback,211.00534154184788,-3000.0,1723.7520454825044,,,,,,obstacle,wall,,-5734.148926,-956.195923,1703.567383,0.516133,0.380121,0.515441,0.568714
142,1526,precomputed_fallback,195.68376462697597,-3000.0,1750.8564766785762,,,,,,obstacle,wall,,-5733.917969,-956.35498,1703.382324,0.51471,0.379616,0.515449,0.570332
143,1526,precomputed_fallback,176.20894040064195,-3000.0,1759.3565770098637,,,,,,obstacle,wall,,-5733.742676,-956.60553,1703.513916,0.514718,0.378578,0.515746,0.570745
144,1526,precomputed_fallback,177.8776537859967,-3000.0,1759.8474060559995,,,,,,obstacle,wall,,-5733.698242,-956.709167,1703.48938,0.514815,0.378428,0.515715,0.570785
145,1527,precomputed_fallback,179.30125074590796,-3000.0,1758.203410763775,,,,,,obstacle,wall,,-5733.683105,-956.799133,1703.460815,0.515038,0.378378,0.515621,0.570703
146,1527,precomputed_fallback,177.8174632256314,-3000.0,1751.2519459266762,,,,,,obstacle,wall,,-5733.710449,-956.85437,1703.458374,0.515697,0.378568,0.51523,0.570334
147,1527,precomputed_fallback,177.62800244519076,-3000.0,1758.2543085466384,,,,,,obstacle,wall,,-5733.631348,-957.027344,1703.39856,0.515639,0.378099,0.515557,0.570402
148,1527,precomputed_fallback,169.00368863715266,-3000.0,1759.4143458383248,,,,,,obstacle,wall,,-5733.577148,-957.159485,1703.362793,0.515814,0.377876,0.515495,0.570448
149,1528,precomputed_fallback,162.73254998691482,-2999.9999999999995,1755.5807845457166,,,,,,obstacle,wall,,-5733.554688,-957.292358,1703.335205,0.516179,0.377757,0.515403,0.570279
150,1528,precomputed_fallback,155.58891631576444,-3000.0,1752.0251721431175,,,,,,obstacle,wall,,-5733.52832,-957.316589,1703.270874,0.516553,0.377736,0.515129,0.570203
151,1528,precomputed_fallback,159.7238152539776,-3000.0,1764.2937988457068,,,,,,obstacle,wall,,-5733.348633,-957.43219,1703.289307,0.516125,0.377196,0.515623,0.570501
