frame,video_frame,intersection_type,intersection_x,intersection_y,intersection_z,refined_intersection_x,refined_intersection_y,refined_intersection_z,gaze_2d_pixel_x,gaze_2d_pixel_y,object_type,object_class,yolo_confidence,head_position_x,head_position_y,head_position_z,head_quat_x,head_quat_y,head_quat_z,head_quat_w
30,3737,precomputed_fallback,1129.3180402720482,-2999.9999999999995,316.3164000330662,,,,,,floor,,,-8819.740234,655.688477,1677.91394,0.628199,0.402091,0.395459,0.536005
31,3737,precomputed_fallback,1109.6714649886126,-3000.0,319.20167444773074,,,,,,floor,,,-8819.733398,655.684509,1677.919922,0.62799,0.402141,0.395293,0.536335
32,3737,precomputed_fallback,1076.6101494026589,-2999.9999999999995,349.5097788017515,,,,,,floor,,,-8819.681641,655.718262,1677.879639,0.627989,0.402271,0.395237,0.536279
33,3738,precomputed_fallback,973.0939332090549,-3000.0000000000005,415.6596238179552,,,,,,floor,,,-8819.617188,655.752136,1677.83667,0.627673,0.402142,0.395438,0.536598
34,3738,precomputed_fallback,992.4634025936756,-3000.0,479.2708261838495,,,,,,floor,,,-8819.385742,655.699158,1677.87854,0.625431,0.400469,0.39757,0.538887
35,3738,precomputed_fallback,976.4498076185135,-2999.9999999999995,538.3897568127902,,,,,,obstacle,Chair,,-8819.25,655.633606,1677.92981,0.623822,0.399073,0.398669,0.540971
36,3738,precomputed_fallback,911.7028454255396,-2999.9999999999995,517.2358351600601,,,,,,obstacle,Chair,,-8819.357422,655.692383,1677.891479,0.624688,0.399506,0.397485,0.540523
37,3739,precomputed_fallback,941.9926223752028,-3000.0,493.7308201626988,,,,,,floor,,,-8819.301758,655.731079,1677.845215,0.624543,0.399736,0.397561,0.540466
38,3739,precomputed_fallback,1012.2183343897196,-3000.0,525.5361235378853,,,,,,obstacle,Chair,,-8819.28418,655.761841,1677.805542,0.624521,0.399594,0.397467,0.540665
39,3739,precomputed_fallback,976.3072487608353,-3000.0,570.1451087898856,,,,,,obstacle,Chair,,-8819.305664,655.673401,1677.960938,0.623467,0.399256,0.397552,0.542066
40,3739,precomputed_fallback,1039.6579355385877,-2999.9999999999995,488.8982797253341,,,,,,floor,,,-8819.295898,655.885132,1677.714478,0.625412,0.401266,0.396568,0.539053
41,3740,precomputed_fallback,1017.5194392412924,-2999.999999999999,547.5350007077454,,,,,,obstacle,Chair,,-8819.230469,655.85791,1677.736084,0.624411,0.400357,0.397317,0.540337
42,3740,precomputed_fallback,1003.5196549011908,-2999.999999999999,524.9464982911836,,,,,,obstacle,Chair,,-8819.329102,655.88678,1677.706421,0.625047,0.400969,0.396323,0.539878
43,3740,precomputed_fallback,1050.7292525290286,-3000.0,491.1640895930261,,,,,,floor,,,-8819.28418,655.887817,1677.713135,0.624474,0.400898,0.396762,0.540271
44,3740,precomputed_fallback,1031.0184138961558,-3000.0,473.1269577867667,,,,,,floor,,,-8819.318359,655.937256,1677.657349,0.624624,0.400901,0.396687,0.540151
45,3741,precomputed_fallback,939.3599928763542,-3000.0000000000005,555.6874695111876,,,,,,obstacle,Chair,,-8819.300781,655.836731,1677.79895,0.623106,0.400091,0.397303,0.542048
46,3741,precomputed_fallback,916.3721705363532,-3000.0,564.5485136222469,,,,,,obstacle,Chair,,-8819.365234,655.868103,1677.800049,0.623239,0.400227,0.396998,0.542018
47,3741,precomputed_fallback,957.0653434890228,-3000.0,509.832345317458,,,,,,obstacle,Chair,,-8819.404297,656.022766,1677.596436,0.62461,0.401104,0.396432,0.540204
48,3741,precomputed_fallback,935.6154293300152,-3000.0,541.1781593751475,,,,,,obstacle,Chair,,-8819.4375,655.972961,1677.669678,0.62381,0.400479,0.396728,0.541373
49,3742,precomputed_fallback,929.9406805754244,-3000.0,478.0630145454909,,,,,,floor,,,-8819.618164,656.048523,1677.61731,0.625265,0.401806,0.395293,0.539757
50,3742,precomputed_fallback,917.4509219645844,-3000.0,501.36339376597334,,,,,,obstacle,Chair,,-8819.59082,656.085144,1677.648071,0.624793,0.40105,0.396162,0.54023
51,3742,precomputed_fallback,887.8686068613697,-3000.0000000000005,454.877502214968,,,,,,floor,,,-8819.836914,656.058289,1677.726685,0.62552,0.402588,0.394357,0.539566
52,3742,precomputed_fallback,874.119564592309,-3000.0,416.2001427088581,,,,,,floor,,,-8819.94043,656.156433,1677.712891,0.626634,0.403136,0.393771,0.53829
53,3743,precomputed_fallback,865.511519446145,-3000.0,426.7860309945729,,,,,,floor,,,-8820.018555,656.117249,1677.734863,0.626212,0.403361,0.393734,0.538639
54,3743,precomputed_fallback,897.7773218241946,-3000.0,385.7518422316127,,,,,,floor,,,-8820.050781,656.250793,1677.553833,0.627364,0.404058,0.393459,0.536974
55,3743,precomputed_fallback,259.9546981647418,-3000.0,776.3898589532921,,,,,,obstacle,Chair,,-8820.493164,655.059387,1678.115723,0.621779,0.392967,0.392261,0.552358
56,3743,precomputed_fallback,259.9698787902289,-3000.0,778.0216308479868,,,,,,obstacle,Chair,,-8820.584961,655.045898,1678.126709,0.621851,0.392953,0.392124,0.552383
57,3744,precomputed_fallback,272.6796028666613,-3000.0000000000005,736.7007102599714,,,,,,obstacle,Chair,,-8820.754883,655.174133,1678.117676,0.623173,0.393835,0.391578,0.55065
58,3744,precomputed_fallback,354.1610288281936,-3000.0,727.2897807114723,,,,,,obstacle,Chair,,-8820.566406,655.297058,1677.869873,0.623145,0.394331,0.392828,0.549436
59,3744,precomputed_fallback,390.06005205548354,-2999.9999999999995,737.2571072856131,,,,,,obstacle,Chair,,-8820.583008,655.371643,1677.897095,0.62277,0.394345,0.393466,0.549394
60,3744,precomputed_fallback,399.1806380756061,-3000.0000000000005,698.2747288183344,,,,,,obstacle,Chair,,-8820.743164,655.42511,1677.905029,0.623958,0.394999,0.392775,0.548069
61,3745,precomputed_fallback,383.4628443381407,-3000.0000000000005,736.1284289153198,,,,,,obstacle,Chair,,-8820.729492,655.328247,1677.924194,0.622958,0.394272,0.393238,0.549397
62,3745,precomputed_fallback,470.9241290874288,-3000.0,612.6031493198661,,,,,,obstacle,Chair,,-8821.1875,655.57373,1677.745972,0.625602,0.397267,0.39167,0.54534
63,3745,precomputed_fallback,756.6629915091762,-3000.0,107.89691665253032,,,,,,floor,,,-8822.572266,654.519592,1675.821045,0.633969,0.412089,0.381821,0.531488
64,3745,precomputed_fallback,738.317012918058,-3000.0000000000005,66.60067659486958,,,,,,floor,,,-8822.931641,654.605347,1675.776733,0.635212,0.412471,0.381024,0.530277
65,3746,precomputed_fallback,683.57001595168,-3000.0,73.32264625353218,,,,,,floor,,,-8822.994141,654.331787,1675.746826,0.635493,0.412046,0.380358,0.530749
66,3746,precomputed_fallback,680.5025547343503,-3000.0,78.36346600460183,,,,,,floor,,,-8823.061523,654.238831,1675.804688,0.635372,0.411733,0.380432,0.531083
67,3746,precomputed_fallback,825.3604539556491,-3000.0,69.4466260207771,,,,,,floor,,,-8822.941406,654.760498,1675.853882,0.634217,0.412359,0.382526,0.530474
68,3746,precomputed_fallback,753.2496639924811,-3000.0,57.91970322980819,,,,,,floor,,,-8823.102539,654.399658,1675.924072,0.635381,0.411635,0.381385,0.530464
69,3747,precomputed_fallback,1302.7797450099806,-3000.0,42.98743550373297,,,,,,floor,,,-8823.110352,654.175293,1675.909546,0.635463,0.411642,0.380639,0.530897
70,3747,precomputed_fallback,635.6804877596733,-2359.6570456384525,647.7567476504885,,,,,,obstacle,Chair,,-8821.181641,655.788513,1677.643799,0.628761,0.404446,0.392408,0.535817
71,3747,precomputed_fallback,637.3210820559889,-2180.824367922997,784.440647955052,,,,,,obstacle,Chair,,-8821.205078,655.721252,1677.710205,0.628835,0.404304,0.39244,0.535813
72,3747,precomputed_fallback,3000.0,-2732.1302982919924,741.1681884545354,,,,,,obstacle,wall,,-8820.935547,655.652161,1677.805298,0.6266,0.402599,0.394644,0.538091
73,3748,precomputed_fallback,3000.0,-2688.050643271932,839.7308940143056,,,,,,obstacle,wall,,-8820.842773,655.401855,1677.864136,0.624859,0.400492,0.396229,0.540518
74,3748,precomputed_fallback,3000.0,-2695.832870483264,883.1288529858505,,,,,,obstacle,wall,,-8820.759766,655.291687,1677.894653,0.624243,0.40001,0.396794,0.541172
75,3748,precomputed_fallback,3000.0,-2690.6322257476227,894.6955014156354,,,,,,obstacle,wall,,-8820.672852,655.238342,1677.866455,0.624098,0.400216,0.39724,0.54086
76,3748,precomputed_fallback,3000.0,-2710.1414155059792,899.8040944731462,,,,,,obstacle,wall,,-8820.671875,655.1521,1677.861206,0.624268,0.400166,0.396946,0.540916
77,3749,precomputed_fallback,3000.0,-2692.607386902727,968.5038924289842,,,,,,obstacle,wall,,-8820.43457,655.08551,1677.913086,0.622849,0.399644,0.398286,0.541952
78,3749,precomputed_fallback,3000.0,-2702.931660725532,924.8766459145584,,,,,,obstacle,wall,,-8820.586914,654.954163,1677.858276,0.623904,0.399829,0.397112,0.541464
79,3749,precomputed_fallback,3000.0,-2690.418663135454,888.7631642539411,,,,,,obstacle,wall,,-8820.605469,654.935486,1677.775024,0.62474,0.400398,0.396399,0.540601
80,3749,precomputed_fallback,3000.0,-2662.2693223852352,888.9354010884472,,,,,,obstacle,wall,,-8820.508789,654.896667,1677.843018,0.624041,0.400277,0.396829,0.541182
81,3750,precomputed_fallback,3000.0,-2655.644876675684,912.46780062383,,,,,,obstacle,wall,,-8820.447266,654.802063,1677.86438,0.623471,0.399877,0.397325,0.54177
82,3750,precomputed_fallback,3000.0,-2617.4514063504353,710.467967179328,,,,,,obstacle,wall,,-8820.655273,654.977112,1677.663818,0.627497,0.40392,0.394185,0.53639
83,3750,precomputed_fallback,3000.0,-2591.834861626813,716.107863119002,,,,,,obstacle,wall,,-8820.695313,654.867126,1677.731445,0.627188,0.403594,0.394121,0.537044
84,3750,precomputed_fallback,3000.0,-2584.1876824375763,685.0619585271613,,,,,,obstacle,wall,,-8820.706055,654.881958,1677.662476,0.627883,0.40421,0.393766,0.536028
85,3751,precomputed_fallback,3000.0,-2585.8702895480615,659.6015368334417,,,,,,obstacle,wall,,-8820.818359,654.838684,1677.62561,0.628824,0.404351,0.393497,0.535014
86,3751,precomputed_fallback,3000.0,-2562.1502886320623,705.3653523794014,,,,,,obstacle,wall,,-8820.658203,654.793152,1677.653076,0.627677,0.404508,0.394133,0.535775
87,3751,precomputed_fallback,3000.0,-2562.1809336950178,723.8038360534308,,,,,,obstacle,wall,,-8820.69043,654.743164,1677.678223,0.6275,0.404419,0.394266,0.535951
88,3751,precomputed_fallback,3000.0,-2557.958553510667,698.515581181433,,,,,,obstacle,wall,,-8820.727539,654.72168,1677.646362,0.627987,0.404812,0.393895,0.535356
89,3752,precomputed_fallback,3000.0,-2562.770940983851,662.8275051346877,,,,,,obstacle,wall,,-8820.922852,654.657471,1677.625488,0.629039,0.40491,0.393257,0.534515
90,3752,precomputed_fallback,3000.0,-2556.1127966102704,657.2102010354594,,,,,,obstacle,wall,,-8820.943359,654.638916,1677.593262,0.629137,0.404947,0.393383,0.534279
91,3752,precomputed_fallback,3000.0,-2547.4766256045427,624.8681346386611,,,,,,obstacle,wall,,-8821.020508,654.661255,1677.549927,0.629767,0.405492,0.393094,0.533335
92,3752,precomputed_fallback,3000.0,-2546.8224746797064,609.7485374795183,,,,,,obstacle,wall,,-8821.086914,654.616943,1677.535522,0.630032,0.405703,0.392843,0.533047
93,3753,precomputed_fallback,3000.0,-2540.9387170642412,577.8251896636218,,,,,,obstacle,wall,,-8821.146484,654.61969,1677.448486,0.630675,0.406252,0.392486,0.53213
94,3753,precomputed_fallback,3000.0,-2635.2858553875894,638.346487765775,,,,,,obstacle,wall,,-8821.192383,654.463257,1677.461426,0.629833,0.40599,0.392609,0.533236
95,3753,precomputed_fallback,698.1398137139477,-2101.6238401102883,842.6359732610617,,,,,,obstacle,Chair,,-8821.236328,654.425293,1677.416992,0.629945,0.406262,0.392658,0.532861
96,3753,precomputed_fallback,676.1811145048468,-2101.2073500127517,842.5215731445911,,,,,,obstacle,Chair,,-8821.27832,654.412659,1677.351563,0.630009,0.406469,0.392962,0.532403
97,3754,precomputed_fallback,637.9610803229443,-2111.0614752510046,859.6882595934792,,,,,,obstacle,Chair,,-8821.352539,654.304993,1677.365601,0.629701,0.406253,0.393143,0.532798
98,3754,precomputed_fallback,637.8393138503889,-2124.334607061604,861.6182179685593,,,,,,obstacle,Chair,,-8821.407227,654.245544,1677.321655,0.62966,0.406221,0.393408,0.532676
99,3754,precomputed_fallback,759.358592733688,-2180.7925889208195,884.918457,,,,,,obstacle,Chair,,-8821.469727,654.037903,1677.408203,0.628718,0.405606,0.393948,0.533856
100,3754,precomputed_fallback,637.6081120549716,-2149.536715992439,868.6974628048433,,,,,,obstacle,Chair,,-8821.551758,654.140991,1677.255249,0.629528,0.406149,0.394016,0.532437
101,3755,precomputed_fallback,805.3131994540963,-2234.0754541575916,884.918457,,,,,,obstacle,Chair,,-8821.650391,653.886719,1677.350342,0.628724,0.405608,0.394147,0.5337
102,3755,precomputed_fallback,637.1332834955665,-2201.295315254364,868.4414462201343,,,,,,obstacle,Chair,,-8821.794922,653.984924,1677.21106,0.629677,0.406241,0.393948,0.532241
103,3755,precomputed_fallback,636.4166242294341,-2279.414625957643,855.9815512084496,,,,,,obstacle,Chair,,-8821.963867,653.472229,1677.052124,0.63071,0.40562,0.391938,0.532975
104,3755,precomputed_fallback,680.3719929830204,-2269.1203931228447,884.918457,,,,,,obstacle,Chair,,-8822.000977,653.887878,1677.128052,0.629567,0.405885,0.394537,0.532206
105,3756,precomputed_fallback,2974.435760051765,-3000.0,740.671742571718,,,,,,obstacle,wall,,-8822.126953,653.685974,1677.217041,0.628723,0.405148,0.394889,0.533503
106,3756,precomputed_fallback,2937.495148104448,-3000.0,752.3403703999372,,,,,,obstacle,wall,,-8822.266602,653.621399,1677.204468,0.628671,0.404889,0.394969,0.533702
107,3756,precomputed_fallback,2937.077767097975,-3000.0,740.7916141447814,,,,,,obstacle,wall,,-8822.459961,653.588745,1677.175537,0.628987,0.405,0.394815,0.533359
108,3756,precomputed_fallback,866.5265676206363,-2239.627515387558,884.918457,,,,,,obstacle,Chair,,-8822.637695,653.548889,1677.135498,0.629409,0.405155,0.394551,0.532938
109,3757,precomputed_fallback,637.4527727152308,-2166.469451978981,847.7848518240272,,,,,,obstacle,Chair,,-8822.87207,653.065247,1676.969604,0.630799,0.404876,0.392193,0.533247
110,3757,precomputed_fallback,638.0260727451114,-2103.976988297987,870.1320906282249,,,,,,obstacle,Chair,,-8822.990234,653.499573,1677.087402,0.629812,0.405298,0.394536,0.532363
111,3757,precomputed_fallback,3000.0,-2736.6448141115234,721.2720854147716,,,,,,obstacle,wall,,-8822.876953,653.515564,1677.243408,0.628911,0.404133,0.39588,0.533316
112,3757,precomputed_fallback,668.4212518532349,-2101.0601688923284,872.2097418570611,,,,,,obstacle,Chair,,-8823.100586,653.014404,1677.026489,0.630393,0.404004,0.393114,0.53371
113,3758,precomputed_fallback,752.9695180998133,-2102.6637937391515,827.0196628097208,,,,,,obstacle,Chair,,-8823.248047,653.202515,1676.968994,0.630967,0.404441,0.393658,0.532298
114,3758,precomputed_fallback,637.1604126821476,-2198.3381032906227,757.7102472664349,,,,,,obstacle,Chair,,-8823.430664,653.028015,1677.013306,0.630594,0.404259,0.393426,0.533049
115,3758,precomputed_fallback,1554.2317186679284,-2999.9999999999995,424.4900995993912,,,,,,floor,,,-8823.631836,653.198425,1676.931152,0.631283,0.404697,0.39359,0.531779
116,3758,precomputed_fallback,1008.5175032452316,-2999.9999999999995,447.7009218617227,,,,,,floor,,,-8823.808594,653.097961,1677.085083,0.630388,0.404003,0.39419,0.532923
117,3759,precomputed_fallback,1040.992115221619,-2999.999999999999,391.644703481669,,,,,,floor,,,-8823.96875,653.654785,1677.267944,0.629101,0.404401,0.397147,0.531946
118,3759,precomputed_fallback,875.1158261469627,-2999.9999999999995,340.0488884480901,,,,,,floor,,,-8824.226563,653.320862,1677.070068,0.630758,0.404178,0.394678,0.53199
119,3759,precomputed_fallback,795.4304386585663,-3000.0,342.621789816317,,,,,,floor,,,-8824.433594,653.257141,1677.163818,0.630141,0.403921,0.394897,0.532754
120,3759,precomputed_fallback,834.2274723572318,-3000.0,299.80725017558734,,,,,,floor,,,-8824.669922,653.44989,1677.054077,0.63098,0.404598,0.39456,0.531495
121,3760,precomputed_fallback,838.0592040924512,-3000.0,290.7990950092369,,,,,,floor,,,-8824.833984,653.574951,1677.157104,0.630508,0.404336,0.395402,0.531629
122,3760,precomputed_fallback,808.7968187900788,-2999.9999999999995,334.192101522817,,,,,,floor,,,-8825.014648,653.463684,1677.287842,0.629454,0.403793,0.395473,0.533235
123,3760,precomputed_fallback,1029.1172598775556,-3000.0,303.5834400985989,,,,,,floor,,,-8825.132813,654.252319,1677.368042,0.628769,0.404855,0.398345,0.531096
124,3760,precomputed_fallback,589.4216046097008,-3000.0,752.0289005121217,,,,,,obstacle,Chair,,-8825.041992,653.715698,1677.994751,0.62071,0.393779,0.402605,0.545497
125,3761,precomputed_fallback,610.2514146964859,-3000.0,768.9215321393249,,,,,,obstacle,Chair,,-8825.267578,653.910889,1678.050537,0.619982,0.393559,0.403382,0.54591
126,3761,precomputed_fallback,614.4425014978824,-2999.9999999999995,760.6230012862306,,,,,,obstacle,Chair,,-8825.430664,654.016052,1678.07605,0.619973,0.393736,0.403306,0.545847
127,3761,precomputed_fallback,602.0607679130353,-3000.0,760.7901070998465,,,,,,obstacle,Chair,,-8825.588867,654.131775,1678.118896,0.619891,0.393871,0.403323,0.545831
128,3761,precomputed_fallback,583.3915439020766,-3000.0,765.5279948397284,,,,,,obstacle,Chair,,-8825.728516,654.215393,1678.165527,0.619722,0.393936,0.403198,0.546069
129,3762,precomputed_fallback,582.8891749167542,-2999.9999999999995,766.5228965204634,,,,,,obstacle,Chair,,-8825.902344,654.332336,1678.207886,0.61963,0.394059,0.403107,0.546152
130,3762,precomputed_fallback,647.7149247133057,-3000.0,753.0971258746926,,,,,,obstacle,Chair,,-8826.033203,654.50769,1678.18811,0.619883,0.394633,0.402992,0.545534
131,3762,precomputed_fallback,688.2277387553604,-3000.0,661.3236965391428,,,,,,obstacle,Chair,,-8826.598633,654.685608,1678.075439,0.62143,0.397025,0.401315,0.543271
132,3762,precomputed_fallback,736.6310558682871,-3000.0,661.7370795901988,,,,,,obstacle,Chair,,-8826.705078,654.958923,1678.105225,0.620877,0.397264,0.402048,0.543185
133,3763,precomputed_fallback,733.0438875937725,-3000.0000000000005,644.2051806978284,,,,,,obstacle,Chair,,-8826.875977,655.029175,1678.141357,0.62104,0.397522,0.401753,0.543028
134,3763,precomputed_fallback,679.5551188888967,-3000.0,637.4010709257875,,,,,,obstacle,Chair,,-8827.085938,654.963196,1678.168213,0.621278,0.397443,0.400663,0.543619
135,3763,precomputed_fallback,778.621777941622,-3000.0,621.7936458799672,,,,,,obstacle,Chair,,-8827.106445,655.376282,1678.173706,0.6207,0.398195,0.40232,0.542504
136,3763,precomputed_fallback,569.3231202806801,-3000.0,649.2268114724218,,,,,,obstacle,Chair,,-8827.326172,654.943787,1678.220459,0.620958,0.396893,0.399823,0.545003
137,3764,precomputed_fallback,570.5356637520581,-3000.0,587.2817147926689,,,,,,obstacle,Chair,,-8827.443359,655.07135,1678.125488,0.621726,0.397597,0.399141,0.544113
138,3764,precomputed_fallback,520.8582755659227,-2999.9999999999995,574.8287982065613,,,,,,obstacle,Chair,,-8827.474609,655.279541,1678.201904,0.621198,0.397442,0.400162,0.54408
139,3764,precomputed_fallback,493.42949325783593,-3000.0,645.589686885364,,,,,,obstacle,Chair,,-8827.727539,655.299805,1678.509521,0.619674,0.396218,0.400012,0.546814
140,3764,precomputed_fallback,536.4723350372205,-3000.0,664.5982276220162,,,,,,obstacle,Chair,,-8827.806641,655.420776,1678.536011,0.619011,0.396095,0.40046,0.547326
141,3765,precomputed_fallback,569.7246047463996,-3000.0,632.5913430809794,,,,,,obstacle,Chair,,-8827.941406,655.66449,1678.442749,0.619553,0.396999,0.400064,0.546347
142,3765,precomputed_fallback,628.8557608544997,-3000.0,568.2777779376252,,,,,,obstacle,Chair,,-8827.833984,655.947449,1678.13623,0.621022,0.398351,0.400362,0.543469
143,3765,precomputed_fallback,530.476324121244,-3000.0,664.8517485251554,,,,,,obstacle,Chair,,-8828.047852,656.023193,1678.499634,0.619097,0.396928,0.400687,0.546459
144,3765,precomputed_fallback,526.3769429075583,-3000.0,689.9138673936066,,,,,,obstacle,Chair,,-8828.054688,656.139404,1678.562744,0.61833,0.396319,0.401339,0.547291
145,3766,precomputed_fallback,510.39942855654954,-3000.0000000000005,677.2234401159294,,,,,,obstacle,Chair,,-8828.135742,656.212891,1678.531982,0.618483,0.396427,0.400841,0.547403
146,3766,precomputed_fallback,629.7918034295708,-3000.000000000001,597.7631850460921,,,,,,obstacle,Chair,,-8828.00293,656.551819,1678.218018,0.620143,0.397813,0.401334,0.544149
147,3766,precomputed_fallback,650.164735311504,-3000.0,568.2783599794407,,,,,,obstacle,Chair,,-8828.075195,656.798401,1678.085449,0.620838,0.398413,0.400833,0.543286
148,3766,precomputed_fallback,542.2860895416125,-3000.0,637.2712194064477,,,,,,obstacle,Chair,,-8828.257813,656.760864,1678.293579,0.619677,0.396983,0.40009,0.546199
149,3767,precomputed_fallback,568.0704629306929,-3000.0,610.2621585907198,,,,,,obstacle,Chair,,-8828.267578,656.957336,1678.151855,0.620268,0.397535,0.399982,0.545205
150,3767,precomputed_fallback,578.7568739661783,-2999.999999999999,602.4597143828996,,,,,,obstacle,Chair,,-8828.27832,657.194702,1678.11792,0.620371,0.397621,0.40018,0.544879
151,3767,precomputed_fallback,602.5189965118643,-3000.0,573.2468783411223,,,,,,obstacle,Chair,,-8828.243164,657.446533,1678.031982,0.620854,0.398196,0.400214,0.543884
152,3767,precomputed_fallback,674.785976563533,-3000.0000000000005,630.4194192350669,,,,,,obstacle,Chair,,-8828.146484,657.941467,1678.255615,0.618427,0.397874,0.402825,0.544955
153,3768,precomputed_fallback,644.2507510196428,-3000.0000000000005,628.7639843111879,,,,,,obstacle,Chair,,-8828.19043,658.098267,1678.232666,0.618441,0.398061,0.402692,0.544901
