frame,video_frame,intersection_type,intersection_x,intersection_y,intersection_z,refined_intersection_x,refined_intersection_y,refined_intersection_z,gaze_2d_pixel_x,gaze_2d_pixel_y,object_type,object_class,yolo_confidence,head_position_x,head_position_y,head_position_z,head_quat_x,head_quat_y,head_quat_z,head_quat_w
295,2332,precomputed_fallback,831.7824072644919,-2257.460909626602,884.918457,,,,,,obstacle,Chair,,873.759888,-2272.618652,1299.583984,0.924788,0.356641,0.079642,0.10598
296,2332,precomputed_fallback,825.8920371893557,-2254.2201247440785,884.918457,,,,,,obstacle,Chair,,875.423218,-2273.929688,1295.924316,0.924154,0.358793,0.079039,0.104691
297,2333,precomputed_fallback,845.9567675667697,-2261.5434011442107,884.918457,,,,,,obstacle,Chair,,875.585205,-2274.922119,1291.170776,0.924731,0.354249,0.08198,0.112513
298,2333,precomputed_fallback,839.7608557864174,-2256.4877698205364,884.918457,,,,,,obstacle,Chair,,875.789246,-2275.905762,1287.671265,0.926956,0.352626,0.075595,0.103412
299,2333,precomputed_fallback,842.8704237892784,-2258.180915774897,884.918457,,,,,,obstacle,Chair,,876.121887,-2276.952148,1283.856445,0.926071,0.354366,0.078058,0.103554
300,2333,precomputed_fallback,838.085608790798,-2256.1919529243683,884.918457,,,,,,obstacle,Chair,,877.071655,-2278.006836,1281.150146,0.926144,0.357242,0.073844,0.095824
301,2334,precomputed_fallback,842.4842461503321,-2260.155735292191,884.918457,,,,,,obstacle,Chair,,877.572571,-2279.047852,1277.241089,0.926653,0.353896,0.076835,0.100841
302,2334,precomputed_fallback,840.8715936213895,-2258.078458315312,884.918457,,,,,,obstacle,Chair,,878.385254,-2280.047363,1274.572021,0.927071,0.35492,0.074552,0.094933
303,2334,precomputed_fallback,837.0374130343016,-2261.096404526454,884.918457,,,,,,obstacle,Chair,,876.864868,-2281.054688,1271.285767,0.929172,0.350176,0.068914,0.096267
304,2334,precomputed_fallback,839.2994218505853,-2262.492556065692,884.918457,,,,,,obstacle,Chair,,877.093201,-2282.272461,1268.292236,0.928056,0.35273,0.071033,0.096162
